Country name;Country Code;Indicator Name;Indicator Code;Year;Value
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;12,382
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;10,576
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;12,515
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;10,83
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;14,006
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;14,857
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;17,418
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;13,363
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;16,467
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;16,766
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;13,462
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;14,881
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;15,578
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;14,825
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;16,906
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;12,891
Dominican Republic;DOM;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;12,06
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;32,555
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;38,628
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;41,603
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;44,194
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;51,098
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;45,945
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;41,737
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;44,582
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;47,879
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;50,683
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;46,978
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;46,089
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;43,925
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;34,222
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;31,226
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;24,352
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;27,84
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;24,29
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;21,617
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;21,909
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;22,61
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;27,7
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;25,56
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;25,4
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;30,257
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;26,168
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;30,249
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;30,731
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;31,137
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;35,417
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;33,957
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;32,007
Algeria;DZA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;31,327
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;4,97456948841584
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;5,01196974878126
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;5,58154203375616
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;6,48705449591341
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;6,8063597141294
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;7,16359172644505
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;7,47980729442832
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;7,97157782137319
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;8,43729919219543
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;8,41251931143381
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;9,23300664057456
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;9,98979113380015
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;10,4242866544557
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;10,5287520442463
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;10,920527035427
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;10,6349384108873
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;10,2898753064194
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;10,2990180522623
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;10,4840293890681
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;9,92961245016126
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;10,0956605103837
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;9,88309217986131
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;10,0303746665719
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;10,237930298919
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;10,5783015211571
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;10,3661746023813
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;10,10947867553
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;9,69662553577999
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;9,8841460228105
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;11,515222332452
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;11,57693223882
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;12,7348969815454
East Asia & Pacific (excluding high income);EAP;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;13,2016243527698
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;11,4996156162726
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;11,6473503703545
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;12,0758098435518
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;12,6907925608
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;13,3648171473739
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;13,2557734045454
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;13,2334629414409
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;13,5995891012948
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;14,0530726328328
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;14,4412349210657
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;14,709054911758
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;15,1785727183179
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;15,1599398680397
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;15,1985852841245
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;15,483089307504
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;15,2599027392058
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;15,166212522308
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;15,3427261726112
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;15,9164323180344
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;16,1173905435748
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;16,4054120356443
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;17,2406210387846
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;17,5122371001842
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;17,754876110638
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;18,5695509785119
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;18,7363509145233
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;19,1658429108632
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;19,5583540802565
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;18,1217627340704
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;19,5691979976449
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;17,8985794160397
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;15,8444044430833
Early-demographic dividend;EAR;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;15,7138194475955
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;5,11942193339228
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;5,17400495900091
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;5,75833154123878
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;6,54532434287296
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;6,83598281568697
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;7,19681497073686
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;7,51044667095072
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;8,22230018313558
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;8,68144483023393
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;8,53912294128526
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;9,3025564625045
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;9,99656222749432
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;10,4257863400616
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;10,4942278223816
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;10,8095952375742
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;10,5159701681379
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;10,1525102749681
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;10,1536855597945
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;10,4525758281638
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;9,92625019988199
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;10,0280982896486
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;9,81926000423593
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;9,90810398586718
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;10,0980456549771
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;10,4088466901328
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;10,1932638322592
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;9,92365217319698
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;9,49996557168491
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;9,66940496879494
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;11,2652730039179
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;11,2350055423969
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;12,2338939681613
East Asia & Pacific;EAS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;12,6384203578078
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;10,7504674917096
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;11,7453424061719
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;13,0280677371127
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;15,0412805238242
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;17,3102439967286
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;18,965127085635
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;20,9034429772899
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;23,2669647383889
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;22,5599225882638
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;20,6320771192754
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;19,9011676816011
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;19,0706457304935
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;19,3172937915485
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;18,8940650367511
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;17,627680497381
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;16,7320571731827
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;15,4288566018403
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;15,1366353369832
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;18,335698404923
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;17,4382794685456
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;16,128666642176
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;15,7889344489818
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;15,7389152431176
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;16,5118415046953
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;17,1237869185827
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;17,1765230276687
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;16,8256254389882
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;16,6348964710141
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;16,937912068911
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;18,2750211749846
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;17,3743476175022
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;15,0669286425467
Europe & Central Asia (excluding high income);ECA;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;13,806638359197
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;14,8304324535888
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;15,8201958842717
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;18,1222647384578
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;19,6151549252073
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;20,3358551815727
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;21,0748790876724
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;21,4259625618925
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;21,8105804920102
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;21,5014035135511
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;20,0056611538532
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;19,1018432815941
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;19,0672869752794
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;19,3148721761506
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;19,2920371246885
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;18,7552328749251
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;17,6198282929655
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;15,9254067466933
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;15,7672931272718
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;19,6037740750326
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;19,7394984858577
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;19,5058307977207
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;20,2935202538725
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;20,6895186074019
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;20,4690084650058
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;19,8936280996868
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2016;19,0770260613349
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2017;17,8457472290519
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2018;16,8139572713416
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2019;16,4410485113361
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2020;18,0825965000148
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2021;17,5865385026578
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2022;15,2124862881896
Europe & Central Asia;ECS;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2023;14,5369468293455
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1991;9,177
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1992;9,146
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1993;9,282
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1994;9,334
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1995;9,359
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1996;9,402
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1997;9,478
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1998;9,244
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);1999;9,615
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2000;9,79
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2001;8,552
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2002;9,506
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2003;10,842
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2004;10,185
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2005;7,849
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2006;7,917
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2007;6,993
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2008;9,152
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2009;9,852
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2010;9,268
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2011;8,891
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2012;8,526
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2013;8,329
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2014;9,043
Ecuador;ECU;Unemployment; youth total (% of total labor force ages 15-24) (modeled ILO estimate);2015;8,84
